,Year-Quarter,Year,Quarter,Ticker,Security,Sector,Sub_Sector,Price,Stock_Price_Prev_Quarter,Stock_Price_Change_Ratio,EPS,PE_Ratio,Total_Debt,Total_Equity,Debt_to_Equity_Ratio,Net_Income,Return_on_Equity,Dividends,Dividend_Yield_Percent,Total_Return,Total_Return_Annualized,Date_Added,Founded,Dividend_Payer,Industry_PE,PE_vs_Industry,Year-Quarter_After_3Y,Year-Quarter_After_5Y,PE_ratio_After_3Y,PE_ratio_After_5Y,Price_After_3Y,Price_After_5Y,Price_Change_After_3Y,Price_Change_After_5Y,Dividends_After_3Y,Dividends_After_5Y,Dividend_Yield_After_3Y,Dividend_Yield_After_5Y,Total_Return_After_3Y,Total_Return_After_5Y,CAGR_3Y,CAGR_5Y,PE_Category,D/E_Category,ROE_Segment,Value_Investing,Investment_Type
10034,2015-10-01,2015,4,PFE,Pfizer,Health Care,Pharmaceuticals,21.3,20.56,0.03599221789883278,1.24,17.18,102380000000.0,65000000000.0,1.58,6960000000.0,0.1043,0.265655,0.012920963035019455,0.04891318093385223,0.21048154240109662,1957-03-04,1849,1,25.478484848484847,0.6742944135872215,2018-Q4,2020-Q4,17.3,18.08,32.19,30.91,0.5112676056338026,0.4511737089201877,3.6432640000000003,6.451612,0.17104525821596245,0.3028925821596244,0.6823128638497651,0.7540662910798122,18.93296754054077,11.894618652886946,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10035,2016-01-01,2016,1,PFE,Pfizer,Health Care,Pharmaceuticals,19.76,21.3,-0.07230046948356805,1.35,14.63,99580000000.0,63350000000.0,1.57,7620000000.0,0.1161,0.28463,0.013362910798122065,-0.058937558685445986,-0.21571526411401376,1957-03-04,1849,1,24.475151515151516,0.5977491085578447,2019-Q1,2021-Q1,16.2,15.69,31.58,30.76,0.5981781376518216,0.5566801619433197,3.70019,6.5569820000000005,0.1872565789473684,0.3318310728744939,0.78543471659919,0.8885112348178137,21.31504352392104,13.559615807610715,1_Moderately Undervalued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10036,2016-04-01,2016,2,PFE,Pfizer,Health Care,Pharmaceuticals,23.68,19.76,0.19838056680161942,1.26,18.8,107590000000.0,63070000000.0,1.71,7040000000.0,0.109,0.28463,0.014404352226720646,0.21278491902834007,1.1633916617275855,1957-03-04,1849,1,22.24,0.8453237410071943,2019-Q2,2021-Q2,14.84,14.41,32.5,33.57,0.37246621621621623,0.417652027027027,3.7571160000000003,6.662352,0.15866199324324326,0.28134932432432436,0.5311282094594596,0.6990013513513513,15.257851397158518,11.18309130022821,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10037,2016-07-01,2016,3,PFE,Pfizer,Health Care,Pharmaceuticals,22.97,23.68,-0.029983108108108114,1.13,20.33,114830000000.0,63600000000.0,1.81,6270000000.0,0.0983,0.28463,0.012019847972972973,-0.01796326013513514,-0.0699400495776602,1957-03-04,1849,1,23.068484848484847,0.8812889157449492,2019-Q3,2021-Q3,9.51,11.07,27.21,37.21,0.18458859381802362,0.6199390509360037,3.814042,6.767722,0.16604449281671746,0.29463308663474097,0.35063308663474113,0.9145721375707445,10.538218637857755,13.871317862507947,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10038,2016-10-01,2016,4,PFE,Pfizer,Health Care,Pharmaceuticals,22.25,22.97,-0.03134523291249447,1.16,19.18,111780000000.0,59840000000.0,1.87,7220000000.0,0.1155,0.28463,0.012391380060949064,-0.018953852851545404,-0.07368702769486069,1957-03-04,1849,1,20.696363636363635,0.9267328472283229,2019-Q4,2021-Q4,10.44,13.39,29.96,51.54,0.34651685393258425,1.3164044943820223,3.870968,6.873092000000001,0.17397608988764046,0.3089030112359551,0.5204929438202246,1.6253075056179775,14.990369548176051,21.293083292034098,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10039,2017-01-01,2017,1,PFE,Pfizer,Health Care,Pharmaceuticals,22.25,22.25,0.0,1.16,19.18,110040000000.0,58750000000.0,1.87,7300000000.0,0.119,0.303605,0.013645168539325844,0.013645168539325844,0.055708014980856424,1957-03-04,1849,1,27.923333333333336,0.686880744896741,2020-Q1,2022-Q1,9.01,10.44,25.21,45.53,0.13303370786516866,1.0462921348314609,3.927894,6.969487,0.17653456179775281,0.31323537078651686,0.3095682696629214,1.3595275056179776,9.406396650102344,18.731241472564307,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10040,2017-04-01,2017,2,PFE,Pfizer,Health Care,Pharmaceuticals,23.47,22.25,0.05483146067415734,1.18,19.89,109860000000.0,58690000000.0,1.87,8320000000.0,0.1382,0.303605,0.013645168539325844,0.06847662921348319,0.3033471575327864,1957-03-04,1849,1,28.51,0.6976499473868818,2020-Q2,2022-Q2,10.13,9.09,25.52,46.47,0.08734554750745627,0.9799744354495101,3.98482,7.065882,0.1697835534725181,0.3010601619088198,0.25712910097997455,1.28103459735833,7.926135506711396,17.930563712544444,2_Fairly Valued,Highly Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10041,2017-07-01,2017,3,PFE,Pfizer,Health Care,Pharmaceuticals,25.19,23.47,0.07328504473796338,1.32,19.08,111040000000.0,61110000000.0,1.82,9810000000.0,0.1646,0.303605,0.012935875585854283,0.08622092032381766,0.3921071104917768,1957-03-04,1849,1,30.098787878787878,0.6339125707266979,2020-Q3,2022-Q3,18.66,7.52,28.92,39.09,0.14807463279079003,0.5518062723302899,4.041746,7.1622770000000004,0.1604504168320762,0.2843301707026598,0.3085250496228664,0.8361364430329496,9.377337387159379,12.922631469299706,2_Fairly Valued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10042,2017-10-01,2017,4,PFE,Pfizer,Health Care,Pharmaceuticals,25.79,25.19,0.02381897578404124,3.13,8.24,100140000000.0,71660000000.0,1.4,21310000000.0,0.3406,0.303605,0.012052600238189758,0.035871576022231,0.1513932135304621,1957-03-04,1849,1,88.01030303030304,0.09362540198461612,2020-Q4,2022-Q4,18.08,8.43,30.91,46.17,0.19852656068243513,0.7902287708414115,4.098672,7.258672,0.15892485459480418,0.2814529662659946,0.3574514152772392,1.071681737107406,10.723914563382241,15.681685439924431,0_Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10043,2018-01-01,2018,1,PFE,Pfizer,Health Care,Pharmaceuticals,25.5,25.79,-0.011244668476153463,3.59,7.1,94070000000.0,70540000000.0,1.33,21750000000.0,0.332,0.322581,0.012507987592089959,0.0012633191159364954,0.005062860382329504,1957-03-04,1849,1,100.85545454545455,0.07039777899964846,2021-Q1,2023-Q1,15.69,7.3,30.76,37.1,0.2062745098039216,0.4549019607843139,4.166091000000001,7.346091,0.16337611764705884,0.288082,0.3696506274509803,0.7429839607843138,11.05461229107001,11.752868142869,0_Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10044,2018-04-01,2018,2,PFE,Pfizer,Health Care,Pharmaceuticals,26.32,25.5,0.0321568627450981,3.73,7.06,94860000000.0,70120000000.0,1.35,22550000000.0,0.3298,0.322581,0.012650235294117648,0.04480709803921575,0.19163831167576872,1957-03-04,1849,1,58.22272727272727,0.12125849012413147,2021-Q2,2023-Q2,14.41,8.97,33.57,33.72,0.27545592705167166,0.28115501519756836,4.23351,7.43351,0.1608476443768997,0.2824281914893617,0.43630357142857146,0.56358320668693,12.827616435521128,9.351362707332743,0_Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10045,2018-07-01,2018,3,PFE,Pfizer,Health Care,Pharmaceuticals,32.25,26.32,0.22530395136778125,3.95,8.16,96170000000.0,71660000000.0,1.34,23820000000.0,0.3354999999999999,0.322581,0.012256117021276595,0.23756006838905785,1.345660481770791,1957-03-04,1849,1,78.65363636363637,0.10374599798888105,2021-Q3,2023-Q3,11.07,16.85,37.21,30.84,0.1537984496124032,-0.043720930232558186,4.300929,7.520929000000001,0.1333621395348837,0.23320710077519383,0.28716058914728704,0.1894861705426356,8.778795257363159,3.531350567306135,0_Undervalued,Moderate Leverage,High ROE (Strong profitability),1,Value_Investing
10046,2018-10-01,2018,4,PFE,Pfizer,Health Care,Pharmaceuticals,32.19,32.25,-0.0018604651162791308,1.86,17.3,95660000000.0,63760000000.0,1.5,11150000000.0,0.1616,0.322581,0.010002511627906977,0.008142046511627846,0.03296810700984509,1957-03-04,1849,1,26.76818181818182,0.6462896926473085,2021-Q4,2023-Q4,13.39,75.38,51.54,27.14,0.6011183597390495,-0.1568810189499844,4.368348,7.6083479999999994,0.13570512581547065,0.23635750232991612,0.7368234855545202,0.07947648337993174,20.203900692130517,1.541280800046585,2_Fairly Valued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10047,2019-01-01,2019,1,PFE,Pfizer,Health Care,Pharmaceuticals,31.58,32.19,-0.018949984467225844,1.95,16.2,96260000000.0,59160000000.0,1.63,11480000000.0,0.1734,0.341556,0.01061062441752097,-0.008339360049704874,-0.03294248564680269,1957-03-04,1849,1,94.15878787878788,0.17204979338577,2022-Q1,2024-Q1,10.44,0.0,45.53,26.56,0.44173527549081704,-0.15896136795440152,4.426792,7.6867920000000005,0.14017707409753008,0.24340696643445223,0.5819123495883471,0.08444559848005073,16.518299779353374,1.6345934028046072,2_Fairly Valued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10048,2019-04-01,2019,2,PFE,Pfizer,Health Care,Pharmaceuticals,32.5,31.58,0.029132362254591593,2.19,14.84,96270000000.0,59920000000.0,1.61,12650000000.0,0.1987999999999999,0.341556,0.01081557948068398,0.03994794173527557,0.1696243437150733,1957-03-04,1849,1,27.085757575757572,0.5478894196883077,2022-Q2,2024-Q2,9.09,0.0,46.47,27.18,0.42984615384615377,-0.1636923076923077,4.4852360000000004,7.765236000000001,0.13800726153846155,0.2389303384615385,0.5678534153846153,0.07523803076923086,16.17209432621667,1.4614170061005183,1_Moderately Undervalued,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10049,2019-07-01,2019,3,PFE,Pfizer,Health Care,Pharmaceuticals,27.21,32.5,-0.16276923076923078,2.86,9.51,105050000000.0,65400000000.00001,1.61,16219999999.999998,0.2613,0.341556,0.010509415384615386,-0.1522598153846154,-0.4835228878746529,1957-03-04,1849,1,24.3530303030303,0.39050581720898403,2022-Q3,2024-Q3,7.52,38.5,39.09,28.49,0.4366041896361632,0.047041528849687486,4.54368,7.84368,0.1669856670341786,0.2882646085997795,0.6035898566703419,0.335306137449467,17.04811756127158,5.953710187599004,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
10071,2014-04-01,2014,2,PFG,Principal Financial Group,Financials,Life & Health Insurance,34.53,31.25,0.10495999999999994,4.13,8.36,207860000000.0,10460000000.0,19.87,1070000000.0,0.1077999999999999,0.32,0.01024,0.11519999999999994,0.5467176557346813,2002-07-22,1879,1,14.723333333333334,0.5678062033054109,2017-Q2,2019-Q2,10.91,13.16,48.01,46.73,0.3903851723139298,0.3533159571387199,4.7,8.84,0.13611352447147407,0.2560092673037938,0.526498696785404,0.6093252244425136,15.141569740668093,9.983810882526534,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10072,2014-07-01,2014,3,PFG,Principal Financial Group,Financials,Life & Health Insurance,36.12,34.53,0.04604691572545594,3.53,10.23,206050000000.0,10370000000.0,19.87,1050000000.0,0.1036,0.34,0.009846510280915146,0.05589342600637109,0.2430263753301265,2002-07-22,1879,1,15.262291666666668,0.670279419593497,2017-Q3,2019-Q3,7.96,11.36,48.58,46.59,0.34496124031007747,0.28986710963455176,4.83,9.05,0.13372093023255816,0.2505537098560355,0.4786821705426356,0.5404208194905871,13.92654985829278,9.025446999115605,1_Moderately Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10073,2014-10-01,2014,4,PFG,Principal Financial Group,Financials,Life & Health Insurance,35.98,36.12,-0.003875968992248069,3.66,9.83,208860000000.0,10230000000.0,20.41,1090000000.0,0.1061,0.34,0.009413067552602438,0.0055370985603543695,0.022333031002040427,2002-07-22,1879,1,14.865416666666667,0.6612663620820136,2017-Q4,2019-Q4,6.81,8.93,53.64,45.3,0.4908282379099502,0.2590327959977765,4.98,9.26,0.13841022790439136,0.25736520289049475,0.6292384658143415,0.5163979988882712,17.66886155991123,8.68325593121606,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10074,2015-01-01,2015,1,PFG,Principal Financial Group,Financials,Life & Health Insurance,35.84,35.98,-0.0038910505836573517,4.1,8.74,212000000000.0,10490000000.0,20.21,1220000000.0,0.1175,0.36,0.01000555864369094,0.006114508060033589,0.02468327130839354,2002-07-22,1879,1,13.619583333333333,0.6417230091473675,2018-Q1,2020-Q1,5.8,5.77,46.69,26.14,0.3027343749999998,-0.2706473214285715,5.13,9.46,0.1431361607142857,0.26395089285714285,0.4458705357142856,-0.006696428571428603,13.07757055941594,-0.13428875681938957,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10075,2015-04-01,2015,2,PFG,Principal Financial Group,Financials,Life & Health Insurance,36.05,35.84,0.005859374999999778,3.88,9.29,212510000000.0,9760000000.0,21.77,1160000000.0,0.1132,0.38,0.01060267857142857,0.016462053571428346,0.06749212778692137,2002-07-22,1879,1,13.678125,0.6791866575279871,2018-Q2,2020-Q2,4.78,8.01,40.96,35.15,0.1361997226074898,-0.02496532593619971,5.27,9.64,0.14618585298196948,0.2674063800277393,0.2823855755894593,0.2424410540915396,8.644115390199225,4.437185322989423,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10076,2015-07-01,2015,3,PFG,Principal Financial Group,Financials,Life & Health Insurance,33.53,36.05,-0.06990291262135917,4.12,8.14,205680000000.0,9690000000.0,21.24,1230000000.0,0.1221,0.38,0.010540915395284327,-0.05936199722607484,-0.21712922143622482,2002-07-22,1879,1,12.928333333333335,0.6296248549697048,2018-Q3,2020-Q3,6.18,7.83,45.76,34.53,0.36474798687742305,0.029824038174768752,5.42,9.82,0.16164628690724722,0.29287205487623025,0.5263942737846703,0.322696093050999,15.138944189263226,5.7528338965641135,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10077,2015-10-01,2015,4,PFG,Principal Financial Group,Financials,Life & Health Insurance,32.11,33.53,-0.0423501342081718,4.07,7.89,209280000000.0,9380000000.0,22.32,1210000000.0,0.123,0.38,0.011333134506412167,-0.03101699970175963,-0.11841410778370998,2002-07-22,1879,1,14.457500000000001,0.5457375064845236,2018-Q4,2020-Q4,6.51,8.53,34.87,43.01,0.08595453129866071,0.33945811273746496,5.58,10.0,0.1737776393646839,0.3114294612270321,0.25973217066334464,0.650887573964497,8.000576433347263,10.546118885837119,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10078,2016-01-01,2016,1,PFG,Principal Financial Group,Financials,Life & Health Insurance,28.44,32.11,-0.11429461227032067,3.93,7.24,207460000000.0,10110000000.0,20.52,1160000000.0,0.1195,0.38,0.011834319526627219,-0.10246029274369345,-0.3510448494398063,2002-07-22,1879,1,12.944791666666667,0.5592983020841715,2019-Q1,2021-Q1,12.1,8.94,40.04,52.5,0.4078762306610406,0.8459915611814346,5.74,10.18,0.20182841068917018,0.35794655414908577,0.609704641350211,1.2039381153305202,17.196704230954317,17.12237735934292,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10079,2016-04-01,2016,2,PFG,Principal Financial Group,Financials,Life & Health Insurance,29.9,28.44,0.05133614627285499,4.19,7.14,212510000000.0,10570000000.0,20.11,1240000000.0,0.1252,0.39,0.01371308016877637,0.06504922644163136,0.28670421936335666,2002-07-22,1879,1,39.90125,0.1789417624761129,2019-Q2,2021-Q2,13.16,8.94,46.73,52.5,0.562876254180602,0.7558528428093647,5.89,10.4,0.19698996655518394,0.3478260869565218,0.759866220735786,1.1036789297658864,20.733155567159844,16.036839507609923,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10080,2016-07-01,2016,3,PFG,Principal Financial Group,Financials,Life & Health Insurance,37.77,29.9,0.2632107023411372,4.39,8.6,219500000000.0,10860000000.0,20.21,1250000000.0,0.1224,0.41,0.0137123745819398,0.276923076923077,1.6586363782780724,2002-07-22,1879,1,17.027708333333333,0.5050591560324471,2019-Q3,2021-Q3,11.36,8.94,46.59,52.5,0.23351866560762513,0.3899920571882445,6.03,10.620000000000001,0.15965051628276408,0.2811755361397935,0.3931691818903893,0.6711675933280381,11.686655574700456,10.816390708065416,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10081,2016-10-01,2016,4,PFG,Principal Financial Group,Financials,Life & Health Insurance,42.74,37.77,0.13158591474715386,4.23,10.1,217720000000.0,10290000000.0,21.15,1320000000.0,0.1258,0.43,0.011384696849351335,0.1429706115965052,0.7066334569439601,2002-07-22,1879,1,18.170416666666664,0.5558485633699466,2019-Q4,2021-Q4,8.93,10.54,45.3,65.13,0.05989705194197459,0.5238652316331305,6.15,10.830000000000002,0.14389330837622835,0.25339260645765094,0.20379036031820297,0.7772578380907813,6.377624292015427,12.188951100410716,1_Moderately Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10082,2017-01-01,2017,1,PFG,Principal Financial Group,Financials,Life & Health Insurance,46.96,42.74,0.09873654656059894,4.44,10.58,224810000000.0,10690000000.0,21.04,1300000000.0,0.1223,0.45,0.010528778661675245,0.10926532522227418,0.5140553423698031,2002-07-22,1879,1,19.44625,0.5440637655074886,2020-Q1,2022-Q1,5.77,9.87,26.14,66.74,-0.44335604770017034,0.4212095400340714,6.260000000000001,11.02,0.13330494037478707,0.2346678023850085,-0.3100511073253833,0.6558773424190798,-11.63662253388349,10.612862845111826,1_Moderately Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10083,2017-04-01,2017,2,PFG,Principal Financial Group,Financials,Life & Health Insurance,48.01,46.96,0.02235945485519575,4.4,10.91,228920000000.0,11240000000.0,20.37,1290000000.0,0.1193,0.46,0.009795570698466781,0.03215502555366253,0.1349578314659834,2002-07-22,1879,1,24.3875,0.4473603280369042,2020-Q2,2022-Q2,8.01,3.6,35.15,61.26,-0.2678608623203499,0.27598416996459063,6.359999999999999,11.200000000000001,0.13247240158300352,0.23328473234742766,-0.13538846073734634,0.5092689023120183,-4.7334709299482025,8.580871911281317,1_Moderately Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10084,2017-07-01,2017,3,PFG,Principal Financial Group,Financials,Life & Health Insurance,48.58,48.01,0.011872526556967244,6.1,7.96,235870000000.0,12070000000.0,19.55,1790000000.0,0.1614,0.47,0.009789627161008124,0.02166215371797537,0.08950498825617781,2002-07-22,1879,1,17.016875000000002,0.467770962647372,2020-Q3,2022-Q3,7.83,3.24,34.53,66.74,-0.2892136681762042,0.3738163853437628,6.45,11.370000000000001,0.13277068752573076,0.23404693289419518,-0.15644298065047335,0.607863318237958,-5.513125966712796,9.963821825254126,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10085,2017-10-01,2017,4,PFG,Principal Financial Group,Financials,Life & Health Insurance,53.64,48.58,0.10415808974886787,7.88,6.81,241020000000.0,12920000000.0,18.65,2310000000.0,0.1969999999999999,0.49,0.010086455331412104,0.11424454508027997,0.5414238218701213,2002-07-22,1879,1,15.401874999999999,0.44215395852777667,2020-Q4,2022-Q4,8.53,4.15,43.01,78.19,-0.19817300521998515,0.4576808351976136,6.52,11.52,0.1215510812826249,0.21476510067114093,-0.07662192393736011,0.6724459358687545,-2.6222236830295342,10.833339095761874,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10086,2018-01-01,2018,1,PFG,Principal Financial Group,Financials,Life & Health Insurance,46.69,53.64,-0.1295674869500374,8.05,5.8,241380000000.0,12260000000.0,19.7,2360000000.0,0.1946,0.51,0.009507829977628635,-0.12005965697240875,-0.4004672416896271,2002-07-22,1879,1,15.362291666666666,0.37754783764358074,2021-Q1,2023-Q1,8.94,4.15,52.5,69.85,0.12443778110944526,0.49603769543799525,6.57,11.65,0.14071535660741058,0.24951809809381026,0.2651531377168559,0.7455557935318056,8.155273273931773,11.78582773506891,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10087,2018-04-01,2018,2,PFG,Principal Financial Group,Financials,Life & Health Insurance,40.96,46.69,-0.12272435210965937,8.57,4.78,240400000000.0,11710000000.0,20.54,2510000000.0,0.2048,0.52,0.01113728849860784,-0.11158706361105153,-0.37704095610124844,2002-07-22,1879,1,13.99,0.3416726233023588,2021-Q2,2023-Q2,8.94,4.15,52.5,69.85,0.28173828125,0.7053222656249998,6.660000000000001,11.770000000000001,0.16259765625000003,0.287353515625,0.4443359375,0.9926757812499998,13.037550824528466,14.785578805951083,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10088,2018-07-01,2018,3,PFG,Principal Financial Group,Financials,Life & Health Insurance,45.76,40.96,0.1171875,7.4,6.18,246990000000.0,11770000000.0,20.99,2150000000.0,0.1769,0.53,0.012939453125,0.130126953125,0.6312064546215801,2002-07-22,1879,1,13.280833333333334,0.4653322457175127,2021-Q3,2023-Q3,8.94,6.9,52.5,68.98,0.1472902097902098,0.50743006993007,6.760000000000001,11.89,0.14772727272727273,0.2598339160839161,0.2950174825174825,0.7672639860139863,8.999676864555116,12.062494467471986,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
10089,2018-10-01,2018,4,PFG,Principal Financial Group,Financials,Life & Health Insurance,34.87,45.76,-0.23798076923076927,5.36,6.51,231580000000.0,11460000000.0,20.22,1550000000.0,0.1311,0.54,0.011800699300699302,-0.22618006993006998,-0.6414418124665229,2002-07-22,1879,1,15.452708333333334,0.42128537338384586,2021-Q4,2023-Q4,10.54,91.54,65.13,75.98,0.8677946659019213,1.17895038715228,6.86,12.020000000000001,0.19673071408087184,0.344708918841411,1.0645253799827934,1.5236593059936911,27.332737327400004,20.338929815604768,0_Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10090,2019-01-01,2019,1,PFG,Principal Financial Group,Financials,Life & Health Insurance,40.04,34.87,0.1482649842271293,3.31,12.1,246660000000.0,12760000000.0,19.33,1580000000.0,0.1325,0.54,0.015486091195870378,0.1637510754229997,0.8341733597182397,2002-07-22,1879,1,13.988333333333332,0.8650065530799477,2022-Q1,2024-Q1,9.87,27.21,66.74,84.07,0.6668331668331668,1.0996503496503496,6.960000000000001,12.17,0.17382617382617385,0.30394605394605395,0.8406593406593403,1.4035964035964037,22.553148463922177,19.171473466226786,1_Moderately Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10091,2019-04-01,2019,2,PFG,Principal Financial Group,Financials,Life & Health Insurance,46.73,40.04,0.16708291708291712,3.55,13.16,253820000000.0,14100000000.0,18.0,1510000000.0,0.1205,0.54,0.013486513486513488,0.1805694305694306,0.9425228403850123,2002-07-22,1879,1,14.7425,0.8926572833644226,2022-Q2,2024-Q2,3.6,14.97,61.26,77.09,0.31093515942649264,0.64968970682645,7.0600000000000005,12.34,0.15108067622512306,0.26407019045581,0.4620158356516155,0.91375989728226,13.496906787601892,13.861654442715565,1_Moderately Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10092,2019-07-01,2019,3,PFG,Principal Financial Group,Financials,Life & Health Insurance,46.59,46.73,-0.00299593408944987,4.1,11.36,255370000000.0,14870000000.0,17.17,1330000000.0,0.1,0.55,0.011769741065696556,0.008773806976246686,0.035559813583722066,2002-07-22,1879,1,16.122916666666665,0.7045871559633028,2022-Q3,2024-Q3,3.24,0.0,66.74,85.17,0.43249624382914775,0.8280746941403734,7.15,12.51,0.15346640910066536,0.26851255634256277,0.5859626529298132,1.0965872504829361,16.61765889853819,15.958499803803772,1_Moderately Undervalued,Extremely Leveraged,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10114,2014-04-01,2014,2,PG,Procter & Gamble,Consumer Staples,Personal Care Products,58.36,59.38,-0.0171775008420344,4.01,14.55,74290000000.0,69980000000.0,1.06,11390000000.0,0.1632999999999999,0.644,0.01084540249242169,-0.006332098349612708,-0.025088834527574266,1957-03-04,1837,1,16.50032258064516,0.8818009423080684,2017-Q2,2019-Q2,12.74,70.34,71.23,95.66,0.22052775873886232,0.6391363947909527,7.954000000000001,13.638,0.13629198080877314,0.23368745716244002,0.35681973954763535,0.8728238519533928,10.706737162556301,13.370323624009405,1_Moderately Undervalued,Moderate Leverage,Moderate ROE (Sustainable profitability),1,Value_Investing
10115,2014-07-01,2014,3,PG,Procter & Gamble,Consumer Staples,Personal Care Products,62.68,58.36,0.07402330363262499,3.66,17.13,71350000000.0,66830000000.0,1.07,10350000000.0,0.1495,0.644,0.01103495544893763,0.08505825908156261,0.38615637936496894,1957-03-04,1837,1,17.280645161290323,0.9912824341982452,2017-Q3,2019-Q3,13.17,72.81,74.94,109.22,0.19559668155711551,0.742501595405233,8.0,13.74,0.1276324186343331,0.21920867900446714,0.3232291001914487,0.9617102744096999,9.785507651799929,14.426594614670174,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10116,2014-10-01,2014,4,PG,Procter & Gamble,Consumer Staples,Personal Care Products,68.7,62.68,0.09604339502233583,3.3,20.82,71450000000.0,64810000000.0,1.1,9290000000.0,0.1368,0.644,0.010274409700063816,0.10631780472239964,0.4980268839027244,1957-03-04,1837,1,18.870645161290323,1.1033009111266858,2017-Q4,2019-Q4,20.39,65.31,76.25,110.37,0.10989810771470165,0.6065502183406113,8.046,13.841999999999999,0.117117903930131,0.2014847161572052,0.22701601164483254,0.8080349344978166,7.057412681464292,12.57484651452987,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10117,2015-01-01,2015,1,PG,Procter & Gamble,Consumer Staples,Personal Care Products,62.24,68.7,-0.0940320232896652,3.15,19.76,67560000000.0,63380000000.0,1.07,8890000000.0,0.1341999999999999,0.644,0.009374090247452692,-0.0846579330422125,-0.298005534995332,1957-03-04,1837,1,19.432580645161288,1.0168489898906063,2018-Q1,2020-Q1,17.63,55.25,66.3,97.79,0.0652313624678662,0.5711760925449871,8.091999999999999,13.943999999999999,0.130012853470437,0.22403598971722363,0.1952442159383032,0.7952120822622109,6.125288426050246,12.41471208339946,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
10118,2015-04-01,2015,2,PG,Procter & Gamble,Consumer Staples,Personal Care Products,59.92,62.24,-0.037275064267352165,2.44,24.56,66450000000.0,63050000000.0,1.05,6910000000.0,0.107,0.663,0.010652313624678663,-0.026622750642673502,-0.102313352822481,1957-03-04,1837,1,21.285806451612903,1.1538205073803534,2018-Q2,2020-Q2,18.01,21.57,65.9,107.0,0.09979973297730305,0.7857142857142856,8.146,14.072,0.13594793057409882,0.23484646194926567,0.23574766355140198,1.0205607476635512,7.310758850259469,15.10505120629757,2_Fairly Valued,Moderate Leverage,Low but Positive ROE (Weak profitability),0,Not_Value_Investing
